Compound index,SMILES,blood mean60min,bone mean60min,brain mean60min,fat mean60min,heart mean60min,intestine mean60min,kidney mean60min,liver mean60min,lung mean60min,muscle mean60min,pancreas mean60min,spleen mean60min,stomach mean60min,uterus mean60min
1614-18F3,C(COc1ccc(/C=C2/C(=O)c3c(ccc(I)c3)O2)cc1)F,2.61,3.42,1.75,,1.19,15.74,5.22,10.96,,,1.35,2.37,0.89,
1619A-18F-NCFHEB,c1c(F)ncc(C2C3C4(CC(C)C4C2)N3)c1,0.77,0.33,1.41,,0.55,1.94,2.7,2.12,0.82,0.56,1.02,1.19,1.64,
1620A-18F-ﬂuoroisonicotinic,c1c(F)ncc(C2C3C4(CC(C)C4C2)N3)c1,0.31,0.39,0.18,,0.25,,0.6,4.42,0.65,0.18,,,,
1620B-2-18F,C(c1ccnc(F)c1)(=O)NN,0.45,,,,0.45,,2.09,0.68,1.19,,,,,
1623-11C-CGP-12388,CC(C)NCC(COc1cccc2c1=NC(=O)N=2)O,0.11,0.32,0.07,0.28,2.71,0.79,1.28,0.8,10.3,0.44,,3.11,,
1624-18F3,C(C(CCC(NC(C(=O)O)Cc1cn(C2C(F)C(O)C(O)C(CO)O2)nn1)=O)NC(c1ccc(NCc2cnc3c(c(=O)[nH]c(N)n3)n2)cc1)=O)(O)=O,0.44,0.87,0.59,,1.15,3.45,42.94,9.49,0.92,0.69,,0.73,1.42,
1629-18F1,C(C(CCC(=O)NNC(c1ccc(F)cc1)=O)NC(c1ccc(NCc2cnc3c(=O)nc(N)[nH]c3n2)cc1)=O)(O)=O,2.55,4.6,,,1.24,9.09,25.51,1.02,0.92,1.73,,1.55,,
1629-18F2,C(C(CCC(=O)NNC(c1cc(F)ccc1)=O)NC(c1ccc(NCc2cnc3c(=O)nc(N)[nH]c3n2)cc1)=O)(O)=O,0.1,0.31,,,0.13,0.12,10.01,0.21,0.11,0.1,,0.34,,
1629-18F8,C(C(CCC(=O)NNC(=O)c1ccc(F)cc1)NC(c1ccc(N(Cc2cnc3c(c(N)nc(N)n3)n2)C)cc1)=O)(O)=O,1.9,1.07,,,2.29,14.39,9.83,16.01,2.42,1.15,,5.86,,
1629-18F9,C(C(CCC(=O)NNC(=O)c1cc(F)ncc1)NC(c1ccc(N(Cc2cnc3c(c(N)nc(N)n3)n2)C)cc1)=O)(O)=O,3.24,13.46,,,4.2,7.22,1.73,1.13,1.35,1.71,,1.05,,
1631A-R-18F Fluorocarazol,CC(CF)NC[C@@H](COc1c2c3c([nH]c2ccc1)cccc3)O,0.42,1.08,0.37,,0.56,,2.63,2.56,2.39,,,,,
1631A-S-18F Fluorocarazol,C([C@H](COc1c2c3c([nH]c2ccc1)cccc3)O)NCCF,0.6,0.72,0.81,,0.61,,1.39,1.32,5.34,,,,,
1632B-18Fclofilium,c1(Cl)ccc(CCCC[N+](CCCCCCCF)(CC)CC)cc1,0.05,1.37,0.02,,2.38,4.03,5.36,1.09,0.98,0.26,,0.46,0.34,
1633A-18F-FETA,c1cn(CC(=O)NCCF)c([N+]([O-])=O)n1,,,,,,,,,,,,,,
1633A-18F-FMISO,c1cn(CC(CF)O)c([N+]([O-])=O)n1,,,,,,,,,,,,,,
1634B-15a,C1C[C@@H](CNC(c2c(OC)c(Cl)cc(Cl)c2O)=O)N(CCF)C1,,,,,,,,,,,,,,
1634B-15b,C1C[C@@H](CNC(c2c(OC)c(Cl)cc(Cl)c2O)=O)N(CCCF)C1,0.05,0.54,0.04,,,,,,,,,,,
1634B-15c,C1C[C@@H](CNC(c2c(OC)c(Cl)cc(Cl)c2O)=O)N(CCCCF)C1,0.06,0.39,0.06,,,,,,,,,,,
1639-18F6,c1cc(C(CN2CCC(N(c3ccccc3)C(=O)CC)CC2)O)ccc1F,0.5,,0.23,,0.5,2.1,2.6,2.0,1.1,0.53,,0.9,,
1640-11CCaf,c1cccc(CCN2CCC(C(OC)=O)(N(c3ccccc3)C(CC)=O)CC2)c1,,,1.41,,,,,,,,,,,
1640-18F1,c1cccc(CCN2CCC(C(OCF)=O)(N(c3ccccc3)C(CC)=O)CC2)c1,,,0.33,,,,,,,,,,,
1640-18F2,c1cccc(CCN2CCC(C(OCCF)=O)(N(c3ccccc3)C(CC)=O)CC2)c1,,,1.11,,,,,,,,,,,
1640-18F3,C(CCCCN1CCC(N(c2ccccc2)C(CC)=O)CC1)F,,,0.95,,,,,,,,,,,
1640-18F4,C(CCN1CCC(C(OC)=O)(N(c2ccccc2)C(CC)=O)CC1)CCF,,,1.27,,,,,,,,,,,
1640-18F5,c1(CCN2CCC(N(c3ccccc3)C(C(C)F)=O)CC2)ccccc1,,,1.07,,,,,,,,,,,
1640-18F6,c1(CCN2CCC(COC)(N(c3ccccc3)C(C(C)F)=O)CC2)sccc1,,,1.38,,,,,,,,,,,
1641-18F9a,[C@@](CF)(Cc1ccccc1)(C(=O)O)N,0.28,0.44,0.09,0.17,0.3,,1.11,0.29,0.29,0.52,1.64,0.28,,
1641-18F9b,[C@](CF)(Cc1ccccc1)(C(=O)O)N,0.15,0.3,0.04,0.09,0.27,,0.55,0.17,0.13,0.34,0.23,0.17,,
1643-R-Fluoropropranolol,c1(OC[C@H](O)CNC(CF)C)cccc2c1cccc2,0.14,0.43,0.18,,0.11,,1.0,0.95,0.61,0.1,,,,
1643-S-Fluoropropranolol,c1(OC[C@@H](O)CNC(CF)C)cccc2c1cccc2,0.15,0.48,0.503,,0.193,,1.06,0.51,1.32,0.17,,,,
1644-11CYM-09151-2,C1CC(NC(c2cc(Cl)c(NC)cc2OC)=O)C(C)N1Cc1ccccc1,,,0.68,,,,,,,,,,,
1644-18F10b,C1CC(NC(c2cc(Cl)c(NCCF)cc2OC)=O)C(C)N1Cc1ccccc1,,,0.35,,,,,,,,,,,
1644-18F11b,C1CC(NC(c2cc(Cl)c(NCCCF)cc2OC)=O)C(C)N1Cc1ccccc1,,,0.12,,,,,,,,,,,
1645-18F-fluoroproxyfan,C(c1c[nH]cn1)CCOCc1ccc(F)cc1,0.47,0.71,0.82,,2.89,3.89,6.88,5.65,65.25,1.47,1.0,1.38,,
1650D-18F-BMS-747158-02,CC(C)(C)n1c(=O)c(Cl)c(OCc2ccc(COCCF)cc2)cn1,0.15,0.2,0.58,,2.06,0.29,0.62,0.38,0.21,0.2,0.36,0.15,0.38,
1651A-18F-fluspidine,C(CF)C1c2ccccc2C2(CCN(Cc3ccccc3)CC2)O1,0.27,2.21,3.83,,4.56,,6.88,2.41,10.3,1.47,9.18,5.27,2.38,
1651B-18F1,FCC1c2ccccc2C2(CCN(Cc3ccccc3)CC2)O1,0.28,1.75,4.27,2.02,2.96,,6.03,3.98,8.32,0.97,9.27,5.3,1.77,
1653-L-18F-FMA,C(CF)[C@H](C(=O)O)N,0.2,1.7,0.13,,0.16,,0.94,1.21,0.26,0.18,0.21,0.26,,
1655A-anti-18F-FMACBC,C([C@H]1C[C@@](N)(C(=O)O)C1)F,0.33,0.29,0.25,,0.63,,0.66,0.47,0.41,0.61,3.83,0.48,,
1655A-syn-18F-FMACBC,C([C@H]1C[C@](N)(C(=O)O)C1)F,0.32,0.31,0.22,,0.64,,0.45,0.4,0.46,0.61,3.13,0.54,,
1655C-R-18F-AFETP,[C@H](Cc1cn(CCF)nn1)(N)C(=O)O,0.14,0.08,0.02,0.02,0.08,,2.39,0.48,0.37,0.05,0.43,0.35,,
1655C-S-18F-AFETP,[C@@H](Cc1cn(CCF)nn1)(N)C(=O)O,0.23,0.23,0.05,0.04,0.3,,4.79,0.32,0.56,0.16,1.12,0.31,,
1656-18F-FBMHA,C1C(CC(=O)O)C1CCCC(CCCCCCCCC)F,0.58,2.36,0.27,,1.69,,1.66,4.17,0.58,0.41,,,,
1656-18F-FCPHA,C1C(CC(=O)O)C1CCCCC(CCCCCCCC)F,0.08,0.7,0.05,,1.43,,0.34,0.87,0.31,0.1,,,,
1658C-18F-FME-MCN,C(F)Sc1ccc([C@@H]2CN3[C@@H](c4c2cccc4)CCC3)cc1,0.097,0.24,,,0.284,0.56,0.49,0.76,0.81,0.1,0.286,0.7,0.212,
1659B-18F-FP-TZTP,C(CCSc1c(C2=CCCN(C)C2)nsn1)F,0.126,0.501,0.382,,0.171,,,,0.372,,,,,
1660A-18F-2a,C[C@]12CCC3c4cc(F)c(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.1,0.1,0.06,0.48,,,0.59,1.46,0.12,0.1,,0.14,,3.25
1660A-18F-2b,C[C@]12CCC3c4ccc(O)c(F)c4CCC3C1C[C@@H](F)[C@@H]2O,0.24,0.24,0.09,0.73,,,1.33,1.51,0.37,0.24,,0.43,,9.41
1660A-18F-2c,C[C@]12C[C@H](OC)C3c4cc(F)c(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.12,0.13,0.05,0.29,,,1.36,1.05,0.23,0.19,,0.25,,9.06
1660A-18F-2d,C[C@]12C[C@H](OC)C3c4ccc(O)c(F)c4CCC3C1C[C@@H](F)[C@@H]2O,0.11,0.23,0.09,0.36,,,1.16,1.01,0.31,0.3,,0.27,,14.66
1660A-18F-2e,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.19,0.3,0.08,0.67,,,1.71,1.4,0.38,0.33,,0.36,,11.75
1660A-18F-2f,C[C@]12C[C@H](OC)C3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.15,0.23,0.08,0.36,,,3.25,3.28,0.35,0.32,,0.26,,13.59
1662-18F3e,C(C(COc1ccc(/C=C/c2ccc(N(C)C)cc2)cc1)CO)F,1.51,6.5,2.97,,1.45,,2.97,13.46,5.0,1.22,,1.24,,
1662-18F4e,C(C(COc1ccc(/C=C/c2ccc(NC)cc2)cc1)CO)F,1.82,5.3,0.72,,1.54,,3.06,14.58,7.51,0.85,,1.37,,
1663A-F18-a-Methyl Tyrosine,c1(CC(C)(C(=O)O)[NH3+])ccc(F)cc1,1.05,0.69,1.08,,1.08,1.43,17.07,1.14,1.06,1.59,15.2,1.81,1.81,
1667-18FFDG,C1(O)C(F)C(O)C(O)C(CO)C1,0.11,,2.11,,3.24,,0.54,0.22,0.57,0.97,,0.83,,
1667-18FFNBMBA,c1(F)c(C(=O)N[C@@H](C(C)C)C(=O)O)ccc([N+]([O-])=O)c1,0.15,2.47,0.03,,0.11,,0.45,0.77,1.14,0.15,,0.24,,
1667-18FMFNBMB,c1(F)c(C(=O)N[C@@H](C(C)C)C(=O)OC)ccc([N+]([O-])=O)c1,0.28,2.09,0.17,,0.19,,0.35,0.27,0.31,0.69,,0.31,,
1667-L-18FFET,c1(CC(N)C(=O)O)ccc(OCCF)cc1,2.51,,0.94,,3.14,,3.75,3.56,4.7,2.37,,3.37,,
1670-18FON,c1cn(CCCCCCCCF)c([N+]([O-])=O)n1,0.191,1.34,0.128,,0.169,,0.561,0.57,,,,,,
1670-18FPN,c1cn(CCCF)c([N+]([O-])=O)n1,0.152,0.178,0.087,,0.146,,0.622,1.25,,,,,,
1670-FMISO,c1cn(CC(CF)O)c([N+]([O-])=O)n1,0.379,0.109,0.37,,0.411,,0.645,0.727,,,,,,
1671-18FFOP,C(CCCCCCCCCCCOCC(=O)O)F,0.072,0.276,0.013,,0.029,,0.066,0.979,0.041,0.017,,,,
1672C-18F-β-CFT-FP,C(CCCCCCCCCCCOCC(=O)O)F,0.1922,1.124,0.0966,0.285,0.086,,0.493,0.2467,0.1401,0.097,0.197,0.1751,0.097,
1674A-125I6,C(\c1cc(OC)c(O)c(I)c1)=C/C(/C=C(/C)O)=O,0.87,,0.05,,0.31,,2.34,2.85,0.57,0.26,,1.81,,
1674A-18F8,C(/C=C/c1cc(OC)c(OCCCF)cc1)(/C=C(/C=C/c1cc(OC)c(O)cc1)O)=O,0.61,3.43,0.11,,0.64,,2.07,37.06,10.55,0.27,,36.05,,
1675A-18F6a,C(COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2)F,1.75,5.84,1.51,,1.53,,2.27,3.88,1.74,1.05,,1.56,,
1675A-18F6b,c1c(OCCCF)c(OC)cc2c1CCN1C2CC(O)C(CC(C)C)C1,1.04,16.6,0.91,,1.74,,3.63,10.4,2.15,1.05,,2.05,,
1675C-18F-FP-DTBZ,c1c(OCCCF)c(OC)cc2c1CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,0.18,,1.21,,0.3,,0.84,2.47,0.54,0.13,4.98,0.83,,
1675D-18FAV-133,C(CF)COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2,,,,,,,,,,,,,,
1679B-18F-1,CN(C)Cc1c(Sc2c(N)cccc2)ccc(OCCCF)c1,,,0.23,,,,,,,,,,,
1680A-18F-FPC,c1cnc(N(CCN2CCN(c3ccccc3OCCCF)CC2)C(C2CCCCC2)=O)cc1,0.09,,0.13,,0.11,,,0.63,0.27,,,,,
1681-18F-FPCT,C12CCC(CC(c3ccc(O)cc3)C1C(OC)=O)N2CCCF,0.14,1.33,0.13,,,,,,,,,,,
1683-18F-FPDA,C(C)(C(NCCN(CC)CC)=O)F,0.53,1.57,1.87,,0.84,1.89,4.5,1.39,1.45,1.25,1.56,1.68,4.45,
1686A-18F17,c1c(OCCOCCOCCF)ccc2c1cc(-c1ccc(N(C)C)cc1)o2,3.41,2.74,2.8,,,,,,,,,,,
1696B-FPP,N[C@@H](Cc1ccc(CCCF)cc1)C(=O)O,0.14,1.01,,,,,1.01,0.61,0.68,0.28,,0.61,0.25,
1697A-18F2,N[C@@H](Cc1ccc(CCF)cc1)C(=O)O,0.65,0.41,0.52,,0.63,,0.63,0.63,0.61,0.62,2.45,0.69,,
1698-18F5FPPDB,CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOF)cc3s2)cc1,2.68,1.92,2.53,,2.62,22.9,4.0,9.32,3.59,,2.18,2.14,3.37,
1699-18FFPPT,Oc1ccc(-c2nn(-c3ccc(O)cc3)c(-c3ccc(O)cc3)c2CCCF)cc1,0.15,0.06,,,,,0.62,6.57,,0.16,,,,0.17
1703A-18F1,N#Cc1ccc(OCC2CCN(CCCF)CC2)cc1,0.26,4.4,12.44,,,,1.64,18.52,11.95,2.66,,,,
1706-18F9,CC1(CCCF)OC(=S)Nc2ccc(-c3ccc(C#N)[nH]3)cc21,0.49,0.93,,,,,2.56,3.52,,0.87,,0.88,,4.55
1707-18F7a,Cc1c(-c2cc3c(cc2)nccc3)nnn1-c1cccnc1F,,,,,,,,,,,,,,
1709A-18F5,CN(C)c1ncc(-c2cc3c(ccc(OCCOCCOCCF)c3)o2)cc1,1.98,1.42,2.44,,,,,,,,,,,
1710-18F-FPHBF-1,CN(C)c1ccc(-c2cc3c(ccc(OCCOCCOCCF)c3)o2)cc1,3.41,2.74,2.8,,,,,,,,,,,
1710-18F-FPYBF-1,CN(C)c1ncc(-c2cc3c(ccc(OCCOCCOCCF)c3)o2)cc1,1.98,1.42,2.44,,,,,,,,,,,
1710-18F10,CNc1ccc(-c2cc3c(ccc(OCCOCCOCCF)c3)o2)cc1,3.41,2.74,2.8,,,,,,,,,,,
1710-18F21,CNc1ccc(-c2cc3c(ccc(OCCOCCOCCF)c3)o2)cc1,3.41,2.74,2.8,,,,,,,,,,,
1712-18F-RR-2,O=C(OC1CN2CCC1CC2)C(O)(CCCCCF)c1ccccc1,0.08,,0.51,,0.88,,0.64,1.52,1.5,,,,,
1712-18F-RR-FQNPe,[C@](C(O[C@H]1C2CCN(C1)CC2)=O)(c1ccccc1)(O)CCCCCF,0.08,0.22,0.51,,0.88,,0.64,1.52,1.5,,,,,
1712-18F-RS-2,O=C(OC1CN2CCC1CC2)C(O)(CCCCCF)c1ccccc1,0.21,,0.56,,,,1.18,0.72,1.46,,,,,
1712-18F-RS-FQNPe,[C@@](C(O[C@H]1C2CCN(C1)CC2)=O)(c1ccccc1)(O)CCCCCF,0.21,1.39,0.56,,0.41,,1.18,0.72,1.46,,,,,
1713A-18F-FRB-D4,C(C(F)([2H])[2H])([2H])([2H])Oc1c(OC(c2ccccc2)C2CNCCO2)cccc1,0.35,0.54,0.27,,0.19,27.2,1.69,7.35,0.92,0.44,0.24,0.13,0.59,
1713A-18F-FRB,C(CF)Oc1c(OC(c2ccccc2)C2CNCCO2)cccc1,0.59,0.65,0.26,,0.17,29.6,1.51,8.22,0.73,0.5,0.21,0.12,0.59,
1717-18F-FTFMPP,c1c(F)cc(N2CCNCC2)cc1C(F)(F)F,0.29,0.25,1.47,,0.54,,3.79,4.04,4.95,0.23,,,,
1719-18F-FTMA,C[N+](c1ccc(F)cc1)(C)C,0.11,0.18,0.01,,0.48,,1.14,1.31,0.23,0.33,,0.55,,
1721A-18F-FTO,C(=C\CCCCSCCC(=O)O)\CCCCCCF,,,,,,,,,,,,,,
1721A-18F-FTP,C(CCSCCCCCCCCCCCCF)(=O)O,,,,,,,,,,,,,,
1721B-18F-2,C(CCCCCCSCCC(=O)O)CCCCCF,,,,,,,,,,,,,,
1721B-18F-3,C(CCCCCCC/C=C\CCCCSCCC(=O)O)F,,,,,,,,,,,,,,
1721B-18F-4,C(CC(=O)O)SCCCCCCCCCCCCCCF,,,,,,,,,,,,,,
1721B-18F-5,C(CCCCCCCF)CCCCSCCCCC(=O)O,,,,,,,,,,,,,,
1727B-18F-GBR13119,c1(F)ccc(C(c2ccccc2)OCCN2CCN(CCCc3ccccc3)CC2)cc1,,,0.239,,0.178,,1.65,25.9,,,,,,
1729-11C-HC3,C1C[N+](C)(C)CC(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)(O)O1,,,,,,,,,,,,,,
1729-18F-HC3,C1C[N+](CF)(C)CC(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)(O)O1,,,,,,,,,,,,,,
1736D-LMI1195,c1c(Br)c(OCCCF)ccc1CNC(=N)N,0.11,0.62,,,2.16,,0.68,0.15,1.21,,,0.6,,
1738B-18FMaxiPostTM,N1C(=O)[C@@](F)(c2cc(Cl)ccc2OC)c2c1cc(C(F)(F)F)cc2,0.082,1.292,0.204,,0.235,,0.316,0.629,,,,,,
1739A-18FFE@CIT,CN1C2CC[C@@H]1C[C@H](c1ccc(I)cc1)[C@@H]2C(=O)OCCF,0.15,0.14,0.33,0.21,0.14,,3.86,3.06,0.86,0.16,0.3,0.49,,
1739B-18FMCL-322,CN1C2CCC1C(C(=O)OCCF)C(c1ccc(Br)cc1)C2,0.04,0.17,1.1,0.27,0.21,,3.1,11.8,1.14,0.16,0.54,0.58,,
1741C-18F-MEM,CC12CC3CC(N)(C1)CC(CF)(C3)C2,0.58,0.6,3.67,,1.62,,5.1,3.97,7.38,1.4,,,,
1743-MFBG,N=C(N)NCc1cccc(F)c1,0.6,1.8,0.2,,21.0,,2.6,5.0,6.8,,,4.3,,
1743-PFBG,Cc1ccc(CNC(=N)N)cc1,1.0,1.6,1.1,,4.9,,6.4,7.4,3.7,,,3.6,,
1744A-18F1,[C@H]1(O)[C@H](F)CC2C3CCc4cc(O)ccc4C3C(OC)C[C@]12C,0.127,0.083,,0.44,,,1.22,2.3,0.135,0.135,,,,5.8
1744A-18F2,[C@H]1(O)[C@H](F)CC2C3CCc4cc(O)ccc4C3C(CC)C[C@]12C,1.09,0.444,,2.21,,,4.05,3.31,0.99,0.75,,,,12.59
1744A-18F3,C#C[C@]1(O)[C@H](F)CC2C3CCc4cc(O)ccc4C3CC[C@]12C,0.087,1.268,,0.571,,,0.95,1.548,0.438,0.307,,,,11.152
1744B-18F7a,CO[C@H]1C[C@@]2(C)C(C[C@H](F)[C@@H]2O)C2CCc3cc(O)ccc3C12,0.148,0.515,,0.516,,,0.946,1.178,,0.251,,,,6.122
1744B-18F7b,CO[C@H]1C[C@@]2(C)C(C[C@H](F)[C@@H]2O)C2CCc3cc(O)ccc3C12,0.108,0.889,,,,,2.534,2.331,,0.513,,,,5.57
1744B-18F7c,CC[C@H]1C[C@@]2(C)C(C[C@H](F)[C@@H]2O)C2CCc3cc(O)ccc3C12,0.949,1.008,,0.31,,,2.051,2.957,,0.402,,,,4.994
1744B-18F8a,C#C[C@]1(O)[C@@H](F)CC2C3CCc4cc(O)ccc4C3[C@@H](OC)C[C@]12C,0.284,1.384,,1.538,,,1.961,3.244,,0.739,,,,5.197
1744B-18F8b,C#C[C@]1(O)[C@@H](F)CC2C3CCc4cc(O)ccc4C3[C@@H](OC)C[C@]12C,0.264,1.365,,3.375,,,1.886,4.023,,0.725,,,,8.197
1744B-18F8c,C#C[C@]1(O)[C@@H](F)CC2C3CCc4cc(O)ccc4C3CC[C@]12C,0.449,0.608,,0.337,,,0.906,2.249,,0.307,,,,7.466
1744C-18F1,NC(Cc1ccc(O)c(CCF)c1)C(=O)O,0.06,0.76,0.04,,,0.15,0.13,0.07,0.07,0.07,0.12,,,
1744C-18F2,NC(Cc1ccc(O)c(CCCF)c1)C(=O)O,0.64,1.45,0.35,,,0.62,0.83,0.73,0.61,0.59,1.56,,,
1744C-18F3,COc1ccc(CC(N)C(=O)O)cc1CCF,0.25,0.22,0.39,,,0.33,0.52,0.36,0.37,0.42,1.43,,,
1744C-18F4,COc1ccc(CC(N)C(=O)O)cc1CCCF,0.24,0.18,0.19,,,0.26,1.21,0.28,0.28,0.31,0.56,,,
1746-18F1,CC(C)[C@H](NC(=O)c1c(F)cc([N+](=O)[O-])cc1)C(=O)O,0.28,2.09,0.17,,0.19,,0.35,0.27,0.31,0.69,,0.31,,
1746-18F2,CC(C)[C@H](NC(=O)c1c(F)cc([N+](=O)[O-])cc1)C(=O)O,0.15,2.47,0.03,,0.11,,0.45,0.77,1.14,0.15,,0.24,,
1749B-18FMHMZ,COc1c(OCF)cccc1C(O)C1CCN(CCc2ccc(F)cc2)CC1,0.33,0.06,0.08,,,,1.76,1.62,,,,,0.34,
1750-11C4F-MHPG,N=C(N)NCCc1cc(O)c(F)cc1,,,,,,,,,,,,,,
1750-11CHED,CN[C@@H](C)[C@H](O)c1cc(O)ccc1,,,,,,,,,,,,,,
1750-123IMIBG,N=C(N)NCc1cc(I)ccc1,,,,,,,,,,,,,,
1750-18F4F-MHPG,N=C(N)NCCc1cc(O)c(F)cc1,,,,,,,,,,,,,,
1754-18F-1,c1c(F)ccc(Nc2c3cc(OC)c(OC)cc3ncn2)c1,0.79,,0.14,,0.81,,1.47,0.97,0.9,,,0.51,,
1754-18F-4,c1c(F)c(Nc2c3cc(OC)c(OC)cc3ncn2)cc(Cl)c1Cl,4.83,,2.02,,4.25,,20.49,15.3,4.94,2.35,,,,
1755-18FMR18445,c1c(OC)cc2c(c1)n1c(c(N3CCN(Cc4ccc(F)cc4)CC3)n2)ccc1,,,,,,,,,,,,,,
1757A-NCQ115,c1(C(NCC2N(Cc3ccc(F)cc3)CCC2)=O)cc(Br)cc(OC)c1OC,,,,,,,,,,,,,,
1759B-18F-FMISO,n1ccn(CC(COC)O)c1[N+](=O)[O-],,,,,,,,,,,,,,
1759B-18F-NEFA,n1ccn(CCNC(CF)=O)c1[N+](=O)[O-],,,,,,,,,,,,,,
1759B-18F-NEFT,n1ccn(CCOC(CF)=O)c1[N+](=O)[O-],,,,,,,,,,,,,,
1764-18F-Nifrolidine,C1CCN[C@H]1COc1cc(CCCF)cnc1,0.14,,0.12,,,,,,,,,,,
1766-18FFHBG,c1(=O)c2c(n(CCC(CO)CF)cn2)nc(N)[nH]1,,,,,,,,,,,,,,
1766-M-Me-FHBT,Cc1c(=O)[nH]c(=O)n(C)c1CC(CF)CO,,,,,,,,,,,,,,
1768C-Methylspiroperidol,c1cc(C(=O)CCCN2CCC3(C(=O)N(C)CN3c3ccccc3)CC2)ccc1F,0.45,,2.5,,0.61,,3.4,2.9,1.9,,,1.6,,
1769A-18FNS10743,C1CN(c2oc(-c3ccc(F)cc3)nn2)C2CCN1CC2,0.99,1.26,1.73,,1.62,4.3,4.63,7.04,2.47,1.01,2.77,4.8,10.8,
1770-18FNS14490,c1cc(-c2oc(N3CCN4CCC3CC4)nn2)cc2c1ccn2CCF,0.7,2.09,0.18,,1.84,,10.4,7.79,4.88,1.0,3.12,7.46,8.13,
1771-18F1,C1CCCN(NC(c2c(C)c(-c3ccc(CCCCCF)cc3)n(-c3ccc(Cl)cc3Cl)n2)=O)C1,0.68,2.53,0.3,,1.44,,2.38,11.3,1.35,0.8,0.85,0.89,,
1772-18F1,c1c(O)c(CCF)cc(CC(C(O)=O)N)c1,0.06,0.76,0.04,,,0.15,0.13,0.07,0.07,0.07,0.12,,,
1772-18F2,c1c(O)c(CCCF)cc(CC(C(O)=O)N)c1,0.64,1.45,0.35,,,0.62,0.83,0.73,0.61,0.59,1.56,,,
1772-18F3,c1c(OC)c(CCF)cc(CC(C(O)=O)N)c1,0.25,0.22,0.39,,,0.33,0.52,0.36,0.37,0.42,1.43,,,
1772-18F4,c1c(OC)c(CCCF)cc(CC(C(O)=O)N)c1,0.24,0.18,0.19,,,0.26,1.21,0.28,0.28,0.31,0.56,,,
1775-18F12,c1cc(Cl)cn2c1nc(-c1ccc(OCCCF)cc1)c2CC(N(CC)CC)=O,,,,,6.4,,3.7,0.61,4.1,,,4.5,,
1775-18F15,c1(C)cc(C)nc2c(CC(N(CC)CC)=O)c(-c3ccc(OCCF)cc3)nn12,,,,,6.4,,3.5,0.4,5.7,,,4.5,,
1775-18F18,c1(C)cc(C)nc2c(CC(N(CC)CC)=O)c(-c3ccc(OCCCF)cc3)nn12,,,,,8.7,,4.7,0.69,7.1,,,5.1,,
1775-18F8,c1cc(Cl)cn2c1nc(-c1ccc(OCCF)cc1)c2CC(N(CC)CC)=O,,,,,4.6,,2.7,0.35,11.6,,,3.4,,
1781-18FPF-9811,c1cc(NC(=O)N2CCC(=Cc3cccc(Oc4ccc(OCCF)cn4)c3)CC2)nnc1,0.063,0.133,0.555,,,,,17.346,,,,,,
1783-18F-PFH,c1cc(F)ccc1C(=O)NCC(=O)O,0.31,,,,0.01,0.6,0.58,0.09,0.02,,,0.01,0.24,
1795-18F1a,c1c(F)ccc(CC2CCN(C(C(Nc3cc4c(cc3)[nH]c(=O)o4)=O)=O)CC2)c1,,,,,,,,,,,,,,
1795-18F2a,c1c(F)ccc(CC2CCN(Cc3[nH]c4ccc(O)cc4n3)CC2)c1,,,,,,,,,,,,,,
1795-18F6,c1c(F)ccc(CC2CCNCC2)c1,,,,,,,,,,,,,,
1797A-18F4,FCCCCc1ccc(CCOc2ncnc3ccccc23)cc1,,,,,,,,,,,,,,
1799A-18F10,Cc1c(SCc2ccc(CCCCF)cc2)oc2ccccc2c1=O,,,,,,,,,,,,,,
1799B-18F-RP1003,*CCCCc1ccc(CCOc2ncnc3ccccc23)cc1,0.08,0.46,,,2.68,,1.2,0.77,0.47,0.1,,0.11,,
1799B-18F-RP1004,CC(C)(C)n1ncc(OCc2ccc(CCCCF)cc2)c(Cl)c1=O,0.08,0.78,,,2.67,,1.82,1.29,0.18,0.09,,0.26,,
1799B-18F-RP1005,Cc1c(SCc2ccc(CCCCF)cc2)oc2ccccc2c1=O,0.09,0.4,,,1.81,,1.3,1.03,0.19,0.09,,0.25,,
1801B-18FFM-SA4503,COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCF,0.25,2.5,3.87,,1.61,,8.3,22.2,10.26,1.11,10.68,7.95,,
1804-18FSAV03M,COC(=O)[C@H](NS(=O)(=O)c1ccc(C#CCCCCF)cc1)C(C)C,,,,,,,,,,,,,,
1804-18SAV03,CC(C)[C@@H](NS(=O)(=O)c1ccc(C#CCCCCF)cc1)C(=O)O,,,,,,,,,,,,,,
